,"Last updated: Sep 5th, 2025 by Nila",,GENERAL INFORMATION,,,,,,,,,DEFENSIVE STATS - SUMMARY,,,,,,,,DEFENSIVE STATS - BREAKDOWN & DETAIL,,,,,,,,,DEFENSIVE STATS - RAW NUMBER,,,,,OFFENSIVE STATS - SUMMARY,,,,,,,,,,,OFFENSIVE STATS - BREAKDOWN & DETAIL,,,,,,,,,OFFENSIVE STATS - RAW NUMBER,,,,,MISCELLANEOUS,
10217,111,Beetle King,248,248,69,Earth,Insect,Small,"P.DMG Bonus +1920 
PVP P.DMG Bonus +240",Weapon,,"4,155,859",133.24%,82.24%,62.90%,62.90%,90.89%,48.05%,,78.538%,54.700%,54.836%,27.400%,47.120%,43.767%,26.167%,21.884%,,"3,283","1,641","1,231",410,,"53,260","36,217","5,113","2,556",88.12%,39.87%,14.00%,27.40%,65.38%,57.58%,,47.120%,41.000%,26.167%,13.700%,38.025%,27.350%,30.229%,27.350%,,"1,231",410,821,533,,Kalala Swamp,Normal
10225,111,Choco,310,186,69,Fire,Brute,Small,"Bonus DMG to Brute +12%
P.DMG RED +1536",Cloak,,"4,155,859",108.67%,108.67%,62.90%,62.90%,90.89%,48.05%,,67.671%,41.000%,67.671%,41.000%,47.120%,43.767%,26.167%,21.884%,,"2,462","2,462","1,231",410,,"63,912","43,460","5,113","2,556",88.12%,39.87%,14.00%,27.40%,65.38%,57.58%,,47.120%,41.000%,26.167%,13.700%,38.025%,27.350%,30.229%,27.350%,,"1,231",410,821,533,,Luluka Forest,Normal
10221,112,Hell Poodle,251,251,70,Shadow,Demon,Small,P.ATK +16%,Headgear,,"4,372,444",110.47%,110.47%,64.30%,64.30%,92.44%,48.88%,,68.471%,42.000%,68.471%,42.000%,47.680%,44.764%,26.500%,22.382%,,"2,518","2,518","1,259",420,,"24,829","36,513","2,672","5,343",40.50%,89.68%,28.00%,14.00%,66.46%,58.58%,,26.500%,14.000%,47.680%,42.000%,38.475%,27.980%,30.600%,27.980%,,420,"1,259",839,546,,Realm of the Dead,Normal
10236,112,Wooden Golem,377,1130,209,Earth,Plant,Large,"HP Regen per 5s +2.4%
PVP Final P.DMG RED +5.6%",Clothes,,"13,117,331",135.46%,83.48%,64.30%,64.30%,92.44%,48.88%,,79.463%,56.000%,55.483%,28.000%,47.680%,44.764%,26.500%,22.382%,,"3,357","1,679","1,259",420,,"148,064","217,742","2,672","5,343",40.50%,89.68%,28.00%,14.00%,66.46%,58.58%,,26.500%,14.000%,47.680%,42.000%,38.475%,27.980%,30.600%,27.980%,,420,"1,259",839,546,,Hoomga Jungle,Normal
10223,113,Ragged Zombie,635,381,141,Undead,Undead,Medium,M.ATK +16%,Headgear,,"9,191,189",137.59%,84.70%,65.80%,65.80%,94.01%,49.68%,,80.388%,57.200%,56.100%,28.600%,48.240%,45.768%,26.800%,22.884%,,"3,433","1,716","1,287",429,,"136,691","92,950","5,579","2,790",91.14%,41.10%,14.00%,28.60%,67.55%,59.54%,,48.240%,42.900%,26.800%,14.300%,38.950%,28.600%,30.943%,28.600%,,"1,287",429,858,558,,Nameless Island,Normal
10228,113,Dullahan,508,508,141,Undead,Undead,Medium,"M.DMG Bonus +1920
PVP M.DMG Bonus +240",Weapon,,"9,191,189",84.70%,84.70%,65.80%,65.80%,67.56%,84.71%,,56.100%,28.600%,56.100%,28.600%,38.950%,28.605%,56.100%,28.605%,,"1,716","1,716",858,"1,716",,"80,201","54,537","5,579","2,790",91.14%,41.40%,14.00%,28.60%,67.55%,59.54%,,48.240%,42.900%,26.800%,14.600%,38.950%,28.600%,30.943%,28.600%,,"1,287",429,858,558,,Vally of Gyoll,Normal
10224,114,Wootan Fighter,1157,386,214,Fire,Demi-Human,Large,"Bonus DMG to Fire Attrb Monster +12%
Bonus DMG to Poison Attrb Monster +12%",Accessory,,"14,497,476",139.94%,86.08%,67.30%,67.30%,95.71%,50.56%,,81.341%,58.600%,56.783%,29.300%,48.860%,46.848%,27.133%,23.424%,,"3,514","1,757","1,318",439,,"195,278","132,789","5,829","2,915",92.76%,41.73%,15.00%,29.30%,68.73%,60.59%,,48.860%,43.900%,27.133%,14.600%,39.450%,29.280%,31.314%,29.280%,,"1,318",439,878,571,,Kalala Swamp,Normal
10232,114,Dragon Tail,386,643,143,Wind,Insect,Medium,"Bonus DMG to Insect +12%
M.DMG RED +1536",Cloak,,"9,664,984",139.94%,86.08%,67.30%,67.30%,95.71%,50.56%,,81.341%,58.600%,56.783%,29.300%,48.860%,46.848%,27.133%,23.424%,,"3,514","1,757","1,318",439,,"42,611","62,664","2,915","5,829",41.73%,92.76%,29.00%,14.60%,68.73%,60.59%,,27.133%,14.600%,48.860%,43.900%,39.450%,29.280%,31.314%,29.280%,,439,"1,318",878,571,,Luluka Forest,Normal
10214,115,Medusa,260,260,72,Neutral,Demon,Small,"Petrify RES +36%
Max HP +12.8%",Shoes,,"5,069,494",115.81%,115.81%,68.80%,68.80%,97.29%,51.40%,,70.907%,44.900%,70.907%,44.900%,49.420%,47.870%,27.467%,23.935%,,"2,693","2,693","1,346",449,,"59,227","87,098","3,038","6,077",42.47%,94.32%,30.00%,15.00%,69.87%,61.58%,,27.467%,15.000%,49.420%,44.900%,39.950%,29.920%,31.657%,29.920%,,449,"1,346",898,583,,Realm of the Dead,Normal
10233,115,Dryad,650,390,144,Earth,Plant,Medium,Final P.PEN +16%,Headgear,,"10,138,987",87.32%,142.04%,68.80%,68.80%,97.29%,51.40%,,57.417%,29.900%,82.235%,59.800%,49.420%,47.870%,27.467%,23.935%,,"1,795","3,590","1,346",449,,"130,161","191,414","3,038","6,077",42.47%,94.32%,30.00%,15.00%,69.87%,61.58%,,27.467%,15.000%,49.420%,44.900%,39.950%,29.920%,31.657%,29.920%,,449,"1,346",898,583,,Hoomga Jungle,Normal
10226,116,Gibbet,395,1184,219,Shadow,Demon,Large,"Bonus DMG to Water Attrb Monster +12%
Bonus DMG to Holy Attrb Monster +12%",Accessory,,"15,940,310",144.24%,88.67%,70.30%,70.30%,98.90%,52.22%,,83.141%,61.100%,58.067%,30.600%,50.000%,48.899%,27.767%,24.449%,,"3,667","1,834","1,375",458,,"170,018","250,027","3,165","6,330",43.07%,95.80%,31.00%,15.30%,70.94%,62.59%,,27.767%,15.300%,50.000%,45.800%,40.378%,30.560%,32.029%,30.560%,,458,"1,375",917,596,,Vally of Gyoll,Normal
10231,116,Banshee,658,395,146,Shadow,Demon,Medium,"Bonus DMG to Wind Attrb Monster +12%
Bonus DMG to Shadow Attrb Monster +12%",Accessory,,"10,626,873",117.48%,117.48%,70.30%,70.30%,98.90%,52.22%,,71.680%,45.800%,71.680%,45.800%,50.000%,48.899%,27.767%,24.449%,,"2,751","2,751","1,375",458,,"31,206","45,891","3,165","6,330",43.07%,95.80%,31.00%,15.30%,70.94%,62.59%,,27.767%,15.300%,50.000%,45.800%,40.378%,30.560%,32.029%,30.560%,,458,"1,375",917,596,,Nameless Island,Normal
10229,117,Parasite,532,532,148,Wind,Plant,Medium,"Bonus DMG to Earth Attrb Monster +12%
Bonus DMG to Ghost Attrb Monster +12%",Accessory,,"11,128,887",119.25%,119.25%,71.80%,71.80%,100.46%,53.07%,,72.453%,46.800%,72.453%,46.800%,50.527%,49.936%,28.100%,24.968%,,"2,809","2,809","1,404",468,,"48,164","70,829","3,294","6,589",43.70%,97.33%,31.00%,15.60%,72.01%,63.61%,,28.100%,15.600%,50.527%,46.800%,40.800%,31.210%,32.400%,31.210%,,468,"1,404",936,609,,Luluka Forest,Normal
10234,117,Stone Shooter,599,998,221,Fire,Plant,Large,Final P.DMG Bonus +16%,Weapon,,"16,693,331",146.46%,89.92%,71.80%,71.80%,100.46%,53.07%,,84.059%,62.400%,58.717%,31.200%,50.527%,49.936%,28.100%,24.968%,,"3,745","1,873","1,404",468,,"396,971","269,940","6,589","3,294",97.33%,43.70%,16.00%,31.20%,72.01%,63.61%,,50.527%,46.800%,28.100%,15.600%,40.800%,31.210%,32.400%,31.210%,,"1,404",468,936,609,,Hoomga Jungle,Normal
10220,118,Wootan Shooter,538,538,150,Earth,Demi-Human,Medium,Final M.PEN +16%,Headgear,,"11,662,328",148.84%,91.32%,73.40%,73.40%,102.16%,53.99%,,85.044%,63.800%,59.417%,31.900%,51.109%,51.055%,28.467%,25.527%,,"3,829","1,915","1,436",479,,"90,942","61,840","6,864","3,432",99.01%,44.47%,16.00%,31.90%,73.18%,64.68%,,51.109%,47.900%,28.467%,16.000%,41.267%,31.910%,32.771%,31.910%,,"1,436",479,957,622,,Kalala Swamp,Normal
10235,118,Driller,404,135,74,Earth,Brute,Small,"Final M.PEN +8%
Magic Lifesteal +8%",Weapon,,"5,831,164",121.19%,121.19%,73.40%,73.40%,102.16%,53.99%,,73.293%,47.900%,73.293%,47.900%,51.109%,51.055%,28.467%,25.527%,,"2,872","2,872","1,436",479,,"50,561","74,355","3,432","6,864",44.47%,99.01%,32.00%,16.00%,73.18%,64.68%,,28.467%,16.000%,51.109%,47.900%,41.267%,31.910%,32.771%,31.910%,,479,"1,436",957,622,,Hoomga Jungle,Normal
10219,119,Flame Skull,408,136,76,Ghost,Demon,Small,"Final P.DMG RED +8%
P.DMG Reflect +8%",Weapon,,"6,097,059",92.66%,151.02%,74.90%,74.90%,103.76%,54.85%,,60.062%,32.600%,85.922%,65.100%,51.655%,52.108%,28.800%,26.054%,,"1,954","3,908","1,466",489,,"39,217","57,671","3,567","7,135",45.10%,100.55%,33.00%,16.30%,74.28%,65.71%,,28.800%,16.300%,51.655%,48.900%,41.711%,32.570%,33.143%,32.570%,,489,"1,466",977,635,,Nameless Island,Normal
10230,119,Loli Ruri,816,816,227,Shadow,Demon,Large,"HP Regen per 5s +2.4%
PVP M.DMG RED +5.6%",Clothes,,"18,291,178",151.02%,92.66%,74.90%,74.90%,103.76%,54.85%,,85.922%,65.100%,60.062%,32.600%,51.655%,52.108%,28.800%,26.054%,,"3,908","1,954","1,466",489,,"197,700","290,736","3,567","7,135",45.10%,100.55%,33.00%,16.30%,74.28%,65.71%,,28.800%,16.300%,51.655%,48.900%,41.711%,32.570%,33.143%,32.570%,,489,"1,466",977,635,,Realm of the Dead,Normal
10215,120,Bloody Murderer,825,825,230,Shadow,Demi-Human,Large,"Crit DMG Bonus +16%
Physical Lifesteal +8%",Weapon,,"19,272,228",94.44%,94.44%,77.10%,77.10%,75.84%,94.45%,,60.938%,33.500%,60.938%,33.500%,42.333%,33.511%,60.938%,33.511%,,"2,011","2,011","1,005","2,011",,"250,383","170,261","7,474","3,737",102.72%,46.07%,17.00%,33.50%,75.84%,67.17%,,52.418%,50.300%,29.267%,16.800%,42.333%,33.510%,33.657%,33.510%,,"1,508",503,"1,005",653,,Vally of Gyoll,Normal
10227,120,Zombie Slaughter,550,550,153,Undead,Undead,Medium,"Bonus DMG to Undead +12%
P.DMG RED +1536",Shoes,,"12,848,152",94.44%,94.44%,77.10%,77.10%,75.84%,94.45%,,60.938%,33.500%,60.938%,33.500%,42.333%,33.511%,60.938%,33.511%,,"2,011","2,011","1,005","2,011",,"63,530","43,200","7,474","3,737",102.72%,46.07%,17.00%,33.50%,75.84%,67.17%,,52.418%,50.300%,29.267%,16.800%,42.333%,33.510%,33.657%,33.510%,,"1,508",503,"1,005",653,,Nameless Island,Normal
,121,Breeze,419,698,154,Wind,Formless,Medium,"Max HP +20%
Holy Attribute Reduction +37.5%",Clothes,,"12,812,463",123.19%,123.19%,75.10%,75.10%,103.95%,54.95%,,74.19%,49.00%,74.19%,49.00%,51.71%,52.24%,28.83%,26.12%,,"2,939","2,939","1,469",490,,,,,,,,,,,,,,,,,,,,,,,,,,,Mineta Island,Normal
,121,Demon Pungus,279,279,77,Poison,Demon,Small,"Max HP +20%
Fire Attribute Reduction +37.5%",Cloak,,"6,406,232",151.33%,92.84%,75.10%,75.10%,103.95%,54.95%,,86.03%,65.30%,60.14%,32.70%,51.71%,52.24%,28.83%,26.12%,,"3,918","1,959","1,469",490,,,,,,,,,,,,,,,,,,,,,,,,,,,Border Inspection Station,Normal
,122,Marin,566,566,156,Water,Plant,Medium,"Max HP +20%
Neutral Attribute Reduction +37.5%",Clothes,,"13,367,085",124.86%,124.86%,76.60%,76.60%,105.51%,55.77%,,74.96%,49.90%,74.96%,49.90%,52.24%,53.27%,29.13%,26.64%,,"2,997","2,997","1,498",499,,,,,,,,,,,,,,,,,,,,,,,,,,,Mineta Island,Normal
,122,Menblatt,566,566,156,Wind,Insect,Medium,"P.DMG Bonus% +34%
(Not Final P.DMG Bonus)",Weapon,,"13,367,085",153.49%,94.04%,76.60%,76.60%,105.51%,55.77%,,86.89%,66.60%,60.74%,33.30%,52.24%,53.27%,29.13%,26.64%,,"3,995","1,998","1,498",499,,,,,,,,,,,,,,,,,,,,,,,,,,,El Mes Gorge,Normal
,123,Geographer,287,861,158,Earth,Plant,Medium,"Max HP +20%
Wind Attribute Reduction +37.5%",Shoes,,"13,942,185",155.68%,95.35%,78.10%,78.10%,107.12%,56.63%,,87.78%,67.90%,61.35%,34.00%,52.78%,54.33%,29.47%,27.17%,,"4,075","2,038","1,528",509,,,,,,,,,,,,,,,,,,,,,,,,,,,Border Inspection Station,Normal
,123,Brown Venatu,574,574,158,Neutral,Formless,Medium,Bonus DMG to Medium +25%,Weapon,,"13,942,185",95.35%,95.35%,78.10%,78.10%,76.60%,95.31%,,61.35%,34.00%,61.35%,34.00%,42.64%,33.96%,61.35%,33.96%,,"2,038","2,038","1,019","2,038",,,,,,,,,,,,,,,,,,,,,,,,,,,Juperos Ruins F2,Normal
,124,Rafflesia,291,291,80,Earth,Plant,Small,"Max HP +20%
Poison Attribute Reduction +37.5%",Cloak,,"7,269,212",157.99%,96.57%,79.70%,79.70%,108.77%,57.55%,,88.69%,69.30%,61.97%,34.60%,53.35%,55.42%,29.83%,27.71%,,"4,157","2,078","1,559",520,,,,,,,,,,,,,,,,,,,,,,,,,,,Mineta Island,Normal
,124,Sleeper,728,437,160,Earth,Formless,Medium,"M.DMG Bonus% +34%
(Not Final M.DMG Bonus)",Weapon,,"14,538,424",157.99%,96.57%,79.70%,79.70%,108.77%,57.55%,,88.69%,69.30%,61.97%,34.60%,53.35%,55.42%,29.83%,27.71%,,"4,157","2,078","1,559",520,,,,,,,,,,,,,,,,,,,,,,,,,,,El Mes Gorge,Normal
,125,Grand Peco,885,885,243,Fire,Brute,Large,"Max HP +20%
Ghost Attribute Reduction +37.5%",Shoes,,"22,726,306",160.30%,97.92%,81.20%,81.20%,110.43%,58.40%,,89.60%,70.70%,62.62%,35.30%,53.91%,56.52%,30.14%,28.26%,,"4,239","2,120","1,590",530,,,,,,,,,,,,,,,,,,,,,,,,,,,Border Inspection Station,Normal
,125,Tempest Dimik,738,443,162,Wind,Formless,Medium,"Debuff Duration RED +12.5%
Final M.DMG RED +10%",Accessory,,"15,150,871",97.92%,160.30%,81.20%,81.20%,110.43%,58.40%,,62.62%,35.30%,89.60%,70.70%,53.91%,56.52%,30.14%,28.26%,,"2,120","4,239","1,590",530,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiel Khayr's Academy,Normal
,126,Goat,598,598,163,Fire,Brute,Medium,P.ATK% +20%,Weapon,,"15,779,792",162.49%,99.25%,82.80%,82.80%,112.10%,59.24%,,90.49%,72.00%,63.25%,36.00%,54.47%,57.63%,30.43%,28.81%,,"4,322","2,161","1,621",540,,,,,,,,,,,,,,,,,,,,,,,,,,,El Mes Gorge,Normal
,126,Blue Venatu,897,299,163,Water,Formless,Medium,Bonus DMG to Small +25%,Weapon,,"15,779,792",99.25%,99.25%,82.80%,82.80%,80.04%,99.26%,,63.25%,36.00%,63.25%,36.00%,44.02%,36.02%,63.25%,36.02%,,"2,161","2,161","1,081","2,161",,,,,,,,,,,,,,,,,,,,,,,,,,,Juperos Ruins F2,Normal
,126,Cursed Grave Keeper,449,1346,245,Undead,Undead,Large,Bonus DMG to Large +25%,Weapon,,"23,669,688",162.49%,99.25%,82.80%,82.80%,112.10%,59.24%,,90.49%,72.00%,63.25%,36.00%,54.47%,57.63%,30.43%,28.81%,,"4,322","2,161","1,621",540,,,,,,,,,,,,,,,,,,,,,,,,,,,El Mes Gorge,Normal
,127,Orange Venatu,455,758,165,Earth,Formless,Medium,"Debuff RES PEN +12.5%
Final P.DMG Bonus +10%",Accessory,,"16,425,456",164.78%,100.59%,84.40%,84.40%,113.78%,60.11%,,91.38%,73.40%,63.89%,36.70%,55.03%,58.74%,30.74%,29.37%,,"4,406","2,203","1,652",551,,,,,,,,,,,,,,,,,,,,,,,,,,,Juperos Ruins F2,Normal
,127,Sundering Dimik,606,606,165,Earth,Formless,Medium,"Poison Enhance +25%
Ghost Enhance +25%",Headgear,,"16,425,456",100.59%,164.78%,84.40%,84.40%,113.78%,60.11%,,63.89%,36.70%,91.38%,73.40%,55.03%,58.74%,30.74%,29.37%,,"2,203","4,406","1,652",551,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiel Khayr's Academy,Normal
,128,Harpy,614,614,167,Wind,Demon,Medium,M.ATK% +20%,Weapon,,"17,088,134",101.94%,101.94%,86.10%,86.10%,82.35%,101.95%,,64.54%,37.40%,64.54%,37.40%,44.93%,37.42%,64.54%,37.42%,,"2,245","2,245","1,122","2,245",,,,,,,,,,,,,,,,,,,,,,,,,,,Juperos Ruins F1,Normal
,128,Fiery Dimik,307,921,167,Fire,Formless,Medium,"Fire Enhance +25%
Earth Enhance +25%",Headgear,,"17,088,134",101.94%,167.06%,86.10%,86.10%,115.43%,60.96%,,64.54%,37.40%,92.26%,74.80%,55.57%,59.86%,31.03%,29.93%,,"2,245","4,490","1,684",561,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiel Khayr's Academy,Normal
,129,Green Venatu,622,622,169,Wind,Formless,Medium,"Debuff RES PEN +12.5%
Final M.DMG Bonus +10%",Accessory,,"17,768,099",169.36%,103.27%,87.70%,87.70%,117.08%,61.84%,,93.16%,76.20%,65.17%,38.10%,56.08%,61.00%,31.34%,30.50%,,"4,575","2,287","1,715",572,,,,,,,,,,,,,,,,,,,,,,,,,,,Juperos Ruins F2,Normal
,129,Frost Dimik,622,622,169,Water,Formless,Medium,"Water Enhance +25%
Wind Enhance +25%",Headgear,,"17,768,099",103.27%,169.36%,87.70%,87.70%,117.08%,61.84%,,65.17%,38.10%,93.16%,76.20%,56.08%,61.00%,31.34%,30.50%,,"2,287","4,575","1,715",572,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiel Khayr's Academy,Normal
,130,Archdam,1418,473,256,Neutral,Demi-Human,Large,"Debuff Duration RED +12.5%
Final P.DMG RED +10%",Accessory,,"27,698,438",104.59%,104.59%,89.30%,89.30%,84.63%,104.62%,,65.79%,38.80%,65.79%,38.80%,45.80%,38.83%,65.79%,38.83%,,"2,330","2,330","1,165","2,330",,,,,,,,,,,,,,,,,,,,,,,,,,,Juperos Ruins F1,Normal
,130,Apocalypse,945,945,256,Neutral,Formless,Large,"Holy Enhance +25%
Neutral Enhance +25%",Headgear,,"27,698,438",171.75%,104.59%,89.30%,89.30%,118.77%,62.72%,,94.05%,77.70%,65.79%,38.80%,56.63%,62.13%,31.66%,31.07%,,"4,660","2,330","1,748",583,,,,,,,,,,,,,,,,,,,,,,,,,,,Juperos Ruins F1,Normal
,130,Nightmare Evil Druid,473,1418,256,Undead,Undead,Large,"Shadow Enhance +25%
Undead Enhance +25%",Headgear,,"27,698,438",171.75%,104.59%,89.30%,89.30%,118.77%,62.72%,,94.05%,77.70%,65.79%,38.80%,56.63%,62.13%,31.66%,31.07%,,"4,660","2,330","1,748",583,,,,,,,,,,,,,,,,,,,,,,,,,,,Border Inspection Station,Normal
,131,Metaling,239,399,86,Neutral,Formless,Small,"Max HP +23%
PVP Final P.DMG RED +6.9%",Clothes,,"9,310,000",138.66%,138.66%,88.00%,88.00%,117.30%,61.46%,,80.66%,58.00%,80.66%,58.00%,56.30%,61.00%,31.46%,30.00%,,"3,456","3,456","1,728",576,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,131,Noxious,479,798,172,Ghost,Formless,Medium,"Final P.DMG Bonus +11.5%
P.ATK +11.5%",Weapon,,"18,600,000",170.51%,103.41%,88.00%,88.00%,117.30%,61.46%,,93.51%,77.00%,65.41%,38.00%,56.30%,61.00%,31.46%,30.00%,,"4,608","2,304","1,728",576,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,132,Porcellio,162,485,87,Earth,Insect,Small,"Max HP +23%
PVP Final M.DMG RED +6.9%",Clothes,,"9,670,000",140.41%,140.41%,90.00%,90.00%,119.83%,61.77%,,81.41%,59.00%,81.41%,59.00%,56.83%,63.00%,31.77%,30.00%,,"3,520","3,520","1,760",587,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,132,Blazzer,485,808,174,Fire,Demon,Medium,"Immobilize RES +34.5%
PVP Debuff RES +6.9",Accessory,,"19,300,000",172.40%,105.01%,90.00%,90.00%,119.83%,61.77%,,94.40%,78.00%,66.01%,39.00%,56.83%,63.00%,31.77%,30.00%,,"4,693","2,346","1,760",587,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,133,Venomous,818,491,176,Poison,Formless,Medium,"Final M.DMG Bonus +11.5%
M.ATK +11.5%",Weapon,,"20,100,000",175.28%,106.63%,92.00%,92.00%,121.37%,62.06%,,95.28%,80.00%,66.63%,40.00%,57.37%,64.00%,32.06%,30.00%,,"4,778","2,389","1,792",597,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,133,Explosion,164,491,88,Fire,Brute,Small,"Stun RES +34.5%
PVP Debuff RES +6.9",Accessory,,"10,000,000",175.28%,106.63%,92.00%,92.00%,121.37%,62.06%,,95.28%,80.00%,66.63%,40.00%,57.37%,64.00%,32.06%,30.00%,,"4,778","2,389","1,792",597,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,134,Mole,497,166,89,Earth,Brute,Small,"Max HP +23%
Shadow Attribute RES +43.1%",Cloak,,"10,400,000",177.15%,108.24%,93.00%,93.00%,122.90%,62.37%,,96.15%,81.00%,67.24%,41.00%,57.90%,65.00%,32.37%,30.00%,,"4,865","2,432","1,824",608,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,134,Obsidian,248,414,89,Earth,Formless,Small,"Final M.DMG Bonus +11.5%
Final M.PEN +11.5%",Weapon,,"10,400,000",177.15%,108.24%,93.00%,93.00%,122.90%,62.37%,,96.15%,81.00%,67.24%,41.00%,57.90%,65.00%,32.37%,30.00%,,"4,865","2,432","1,824",608,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,135,Ungoliant,1256,754,270,Poison,Insect,Large,"HP Regen per 5s +5.8%
Final P.DEF +11.5%",Cloak,,"32,400,000",180.02%,108.87%,95.00%,95.00%,124.45%,62.69%,,97.02%,83.00%,67.87%,41.00%,58.45%,66.00%,32.69%,30.00%,,"4,952","2,476","1,857",619,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,135,Diabolic,419,251,90,Shadow,Demon,Small,"Final P.DMG Bonus +11.5%
P.ATK +11.5%",Headgear,,"10,800,000",108.87%,180.02%,95.00%,95.00%,124.45%,62.69%,,67.87%,41.00%,97.02%,83.00%,58.45%,66.00%,32.69%,30.00%,,"2,476","4,952","1,857",619,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,136,Hopping Deleter,339,1017,182,Fire,Dragon,Medium,"HP Regen per 5s +5.8%
Reduce DMG from Insect +14.4%",Shoes,,"22,400,000",181.89%,110.50%,97.00%,97.00%,126.00%,63.00%,,97.89%,84.00%,68.50%,42.00%,59.00%,67.00%,33.00%,30.00%,,"5,039","2,520","1,890",630,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,136,Mineral,339,339,91,Neutral,Formless,Small,"Final Haste +5.8%
P.ATK +11.5%",Weapon,,"11,200,000",110.50%,110.50%,97.00%,97.00%,89.70%,108.50%,,68.50%,42.00%,68.50%,42.00%,47.70%,42.00%,68.50%,40.00%,,"2,520","2,520","1,260","2,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,137,Gig,515,172,92,Fire,Brute,Small,"Slow RES +34.5%
PVP Debuff RES +6.9",Accessory,,"11,600,000",112.13%,112.13%,98.00%,98.00%,91.14%,109.13%,,69.13%,43.00%,69.13%,43.00%,48.14%,43.00%,69.13%,40.00%,,"2,564","2,564","1,282","2,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,137,Grizzly,1029,1029,276,Fire,Brute,Large,"Final M.DMG Bonus +11.5%
M.ATK +11.5%",Headgear,,"34,800,000",184.77%,112.13%,98.00%,98.00%,127.55%,63.31%,,98.77%,86.00%,69.13%,43.00%,59.55%,68.00%,33.31%,30.00%,,"5,127","2,564","1,923",641,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,138,Pitman,521,1562,279,Earth,Undead,Large,"Final P.DMG Bonus +11.5%
Final P.PEN +11.5%",Weapon,,"36,000,000",186.66%,113.76%,100.00%,100.00%,130.09%,63.63%,,99.66%,87.00%,69.76%,44.00%,60.09%,70.00%,33.63%,30.00%,,"5,216","2,608","1,956",652,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,138,Waste Stove,1301,781,279,Neutral,Formless,Large,"Final Haste +5.8%
M.ATK +11.5%",Weapon,,"36,000,000",113.76%,113.76%,100.00%,100.00%,91.58%,109.76%,,69.76%,44.00%,69.76%,44.00%,48.58%,43.00%,69.76%,40.00%,,"2,608","2,608","1,304","2,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,139,Winged Deleter,702,702,188,Fire,Dragon,Medium,"HP Regen per 5s +5.8%
Reduce DMG from Demon +14.4%",Shoes,,"24,900,000",188.54%,114.36%,102.00%,102.00%,131.60%,73.94%,,100.54%,88.00%,70.36%,44.00%,60.60%,71.00%,33.94%,40.00%,,"5,304","2,652","1,989",663,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,139,Lava Golem,527,1580,282,Fire,Formless,Large,"Final Haste +5.8%
Final P.DMG Bonus +11.5%",Headgear,,"37,300,000",152.70%,152.70%,102.00%,102.00%,131.60%,73.94%,,86.70%,66.00%,86.70%,66.00%,60.60%,71.00%,33.94%,40.00%,,"3,978","3,978","1,989",663,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,140,Teddy Bear,533,178,95,Neutral,Formless,Small,"Bleed RES +34.5%
PVP Debuff RES +6.9",Accessory,,"12,900,000",115.95%,115.95%,103.00%,103.00%,94.46%,110.95%,,70.95%,45.00%,70.95%,45.00%,49.46%,45.00%,70.95%,40.00%,,"2,696","2,696","1,348","2,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,140,Nightmare Terror,1598,533,285,Shadow,Demon,Large,"Final Haste +5.8%
Final M.DMG Bonus +11.5%",Headgear,,"38,600,000",115.95%,191.42%,103.00%,103.00%,133.11%,74.26%,,70.95%,45.00%,101.42%,90.00%,61.11%,72.00%,34.26%,40.00%,,"2,696","5,392","2,022",674,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10279,141,Anopheles,269,449,96,Wind,Insect,Small,"HP Regen per 5s +7%
PVP Final P.DMG RED +8.4%",Clothes,,"14,818,979",116.33%,193.00%,105.00%,105.00%,134.45%,74.46%,,71.33%,45.00%,102.00%,91.00%,61.45%,73.00%,34.46%,40.00%,,2725,5450,2044,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
